,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
1276,Florida,12.0,2012.0,2012.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,75.0,25767.0,2.92
1277,Florida,12.0,2012.0,2012.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,35.0,25767.0,1.36
1278,Florida,12.0,2012.0,2012.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,31.0,6390.0,4.87
1279,Florida,12.0,2012.0,2012.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,23.0,6390.0,3.61
1280,Florida,12.0,2013.0,2013.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,47.0,13962.0,3.37
1281,Florida,12.0,2013.0,2013.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,13962.0,1.29 (Unreliable)
1282,Florida,12.0,2013.0,2013.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,13962.0,0.93 (Unreliable)
1283,Florida,12.0,2013.0,2013.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,16.0,13962.0,1.15 (Unreliable)
1284,Florida,12.0,2013.0,2013.0,20-24 years,20-24,Diseases of the respiratory system,J00-J98,10.0,50432.0,0.20 (Unreliable)
1285,Florida,12.0,2013.0,2013.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,180.0,50432.0,3.57
1286,Florida,12.0,2013.0,2013.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,58.0,50432.0,1.15
1287,Florida,12.0,2013.0,2013.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,34.0,50432.0,0.67
1288,Florida,12.0,2013.0,2013.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,60.0,50432.0,1.19
1289,Florida,12.0,2013.0,2013.0,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,10.0,61962.0,0.16 (Unreliable)
1290,Florida,12.0,2013.0,2013.0,25-29 years,25-29,Diseases of the circulatory system,I00-I99,11.0,61962.0,0.18 (Unreliable)
1291,Florida,12.0,2013.0,2013.0,25-29 years,25-29,Diseases of the respiratory system,J00-J98,10.0,61962.0,0.16 (Unreliable)
1292,Florida,12.0,2013.0,2013.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,182.0,61962.0,2.94
1293,Florida,12.0,2013.0,2013.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,66.0,61962.0,1.07
1294,Florida,12.0,2013.0,2013.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,28.0,61962.0,0.45
1295,Florida,12.0,2013.0,2013.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,42.0,61962.0,0.68
1296,Florida,12.0,2013.0,2013.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,164.0,55088.0,2.98
1297,Florida,12.0,2013.0,2013.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,55.0,55088.0,1.00
1298,Florida,12.0,2013.0,2013.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18.0,55088.0,0.33 (Unreliable)
1299,Florida,12.0,2013.0,2013.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,17.0,55088.0,0.31 (Unreliable)
1300,Florida,12.0,2013.0,2013.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,83.0,26750.0,3.10
1301,Florida,12.0,2013.0,2013.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,26750.0,0.90
1302,Florida,12.0,2013.0,2013.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,20.0,6622.0,3.02
1303,Florida,12.0,2013.0,2013.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,6622.0,1.96 (Unreliable)
1304,Florida,12.0,2014.0,2014.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,62.0,12816.0,4.84
1305,Florida,12.0,2014.0,2014.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,12816.0,0.94 (Unreliable)
1306,Florida,12.0,2014.0,2014.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,12816.0,1.18 (Unreliable)
1307,Florida,12.0,2014.0,2014.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,18.0,12816.0,1.41 (Unreliable)
1308,Florida,12.0,2014.0,2014.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,156.0,49837.0,3.13
1309,Florida,12.0,2014.0,2014.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,47.0,49837.0,0.94
1310,Florida,12.0,2014.0,2014.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,34.0,49837.0,0.69
1311,Florida,12.0,2014.0,2014.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,52.0,49837.0,1.05
1312,Florida,12.0,2014.0,2014.0,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,11.0,64106.0,0.17 (Unreliable)
1313,Florida,12.0,2014.0,2014.0,25-29 years,25-29,Diseases of the respiratory system,J00-J98,14.0,64106.0,0.22 (Unreliable)
1314,Florida,12.0,2014.0,2014.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,207.0,64106.0,3.23
1315,Florida,12.0,2014.0,2014.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,65.0,64106.0,1.02
1316,Florida,12.0,2014.0,2014.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,34.0,64106.0,0.53
1317,Florida,12.0,2014.0,2014.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,33.0,64106.0,0.52
1318,Florida,12.0,2014.0,2014.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,168.0,57649.0,2.92
1319,Florida,12.0,2014.0,2014.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,67.0,57649.0,1.17
1320,Florida,12.0,2014.0,2014.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,57649.0,0.17 (Unreliable)
1321,Florida,12.0,2014.0,2014.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,19.0,57649.0,0.33 (Unreliable)
1322,Florida,12.0,2014.0,2014.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,83.0,28390.0,2.93
1323,Florida,12.0,2014.0,2014.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,43.0,28390.0,1.52
1324,Florida,12.0,2014.0,2014.0,35-39 years,35-39,External causes of morbidity and mortality,V01-Y89,11.0,28390.0,0.39 (Unreliable)
1325,Florida,12.0,2014.0,2014.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,19.0,6580.0,2.89 (Unreliable)
1326,Florida,12.0,2014.0,2014.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,6580.0,2.90 (Unreliable)
1327,Florida,12.0,2015.0,2015.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,39.0,11957.0,3.26
1328,Florida,12.0,2015.0,2015.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,11957.0,1.25 (Unreliable)
1329,Florida,12.0,2015.0,2015.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,160.0,48053.0,3.33
1330,Florida,12.0,2015.0,2015.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,52.0,48053.0,1.08
1331,Florida,12.0,2015.0,2015.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,42.0,48053.0,0.87
1332,Florida,12.0,2015.0,2015.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,43.0,48053.0,0.89
1333,Florida,12.0,2015.0,2015.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,235.0,66417.0,3.54
1334,Florida,12.0,2015.0,2015.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,71.0,66417.0,1.07
1335,Florida,12.0,2015.0,2015.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,32.0,66417.0,0.48
1336,Florida,12.0,2015.0,2015.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,34.0,66417.0,0.51
1337,Florida,12.0,2015.0,2015.0,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,13.0,60381.0,0.22 (Unreliable)
1338,Florida,12.0,2015.0,2015.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,190.0,60381.0,3.15
1339,Florida,12.0,2015.0,2015.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,61.0,60381.0,1.01
1340,Florida,12.0,2015.0,2015.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18.0,60381.0,0.30 (Unreliable)
1341,Florida,12.0,2015.0,2015.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,20.0,60381.0,0.33
1342,Florida,12.0,2015.0,2015.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,106.0,29812.0,3.56
1343,Florida,12.0,2015.0,2015.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,50.0,29812.0,1.68
1344,Florida,12.0,2015.0,2015.0,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,29812.0,0.34 (Unreliable)
1345,Florida,12.0,2015.0,2015.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,26.0,6980.0,3.72
1346,Florida,12.0,2015.0,2015.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18.0,6980.0,2.58 (Unreliable)
1347,Florida,12.0,2016.0,2016.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,50.0,11195.0,4.47
1348,Florida,12.0,2016.0,2016.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,19.0,11195.0,1.70 (Unreliable)
1349,Florida,12.0,2016.0,2016.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,11195.0,1.16 (Unreliable)
1350,Florida,12.0,2016.0,2016.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,19.0,11195.0,1.70 (Unreliable)
1351,Florida,12.0,2016.0,2016.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,10.0,45883.0,0.22 (Unreliable)
1352,Florida,12.0,2016.0,2016.0,20-24 years,20-24,Diseases of the respiratory system,J00-J98,14.0,45883.0,0.31 (Unreliable)
1353,Florida,12.0,2016.0,2016.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,148.0,45883.0,3.23
1354,Florida,12.0,2016.0,2016.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,60.0,45883.0,1.31
1355,Florida,12.0,2016.0,2016.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,39.0,45883.0,0.85
1356,Florida,12.0,2016.0,2016.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,49.0,45883.0,1.07
1357,Florida,12.0,2016.0,2016.0,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,12.0,66326.0,0.18 (Unreliable)
1358,Florida,12.0,2016.0,2016.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,204.0,66326.0,3.08
1359,Florida,12.0,2016.0,2016.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,74.0,66326.0,1.12
1360,Florida,12.0,2016.0,2016.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,27.0,66326.0,0.41
1361,Florida,12.0,2016.0,2016.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,35.0,66326.0,0.53
1362,Florida,12.0,2016.0,2016.0,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,10.0,62411.0,0.16 (Unreliable)
1363,Florida,12.0,2016.0,2016.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,188.0,62411.0,3.01
1364,Florida,12.0,2016.0,2016.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,50.0,62411.0,0.80
1365,Florida,12.0,2016.0,2016.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,20.0,62411.0,0.32
1366,Florida,12.0,2016.0,2016.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,15.0,62411.0,0.24 (Unreliable)
1367,Florida,12.0,2016.0,2016.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,99.0,31412.0,3.15
1368,Florida,12.0,2016.0,2016.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34.0,31412.0,1.08
1369,Florida,12.0,2016.0,2016.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,29.0,7148.0,4.06
1370,Florida,12.0,2016.0,2016.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22.0,7148.0,3.08
1371,Florida,12.0,2017.0,2017.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,46.0,10708.0,4.31
1372,Florida,12.0,2017.0,2017.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,13.0,10708.0,1.22 (Unreliable)
1373,Florida,12.0,2017.0,2017.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,20.0,10708.0,1.87
1374,Florida,12.0,2017.0,2017.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,11.0,44093.0,0.25 (Unreliable)
1375,Florida,12.0,2017.0,2017.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,150.0,44093.0,3.41
1376,Florida,12.0,2017.0,2017.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,61.0,44093.0,1.39
1377,Florida,12.0,2017.0,2017.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,36.0,44093.0,0.82
1378,Florida,12.0,2017.0,2017.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,48.0,44093.0,1.09
1379,Florida,12.0,2017.0,2017.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,173.0,65989.0,2.61
1380,Florida,12.0,2017.0,2017.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,56.0,65989.0,0.85
1381,Florida,12.0,2017.0,2017.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,39.0,65989.0,0.59
1382,Florida,12.0,2017.0,2017.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,47.0,65989.0,0.71
1383,Florida,12.0,2017.0,2017.0,30-34 years,30-34,Diseases of the circulatory system,I00-I99,13.0,62558.0,0.21 (Unreliable)
1384,Florida,12.0,2017.0,2017.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,168.0,62558.0,2.68
1385,Florida,12.0,2017.0,2017.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,61.0,62558.0,0.98
1386,Florida,12.0,2017.0,2017.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,20.0,62558.0,0.32
1387,Florida,12.0,2017.0,2017.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,27.0,62558.0,0.43
1388,Florida,12.0,2017.0,2017.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,114.0,32420.0,3.53
1389,Florida,12.0,2017.0,2017.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,48.0,32420.0,1.48
1390,Florida,12.0,2017.0,2017.0,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11.0,32420.0,0.34 (Unreliable)
1391,Florida,12.0,2017.0,2017.0,35-39 years,35-39,External causes of morbidity and mortality,V01-Y89,11.0,32420.0,0.34 (Unreliable)
1392,Florida,12.0,2017.0,2017.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,21.0,7214.0,2.92
1393,Florida,12.0,2017.0,2017.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31.0,7214.0,4.31
1394,Florida,12.0,2018.0,2018.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,51.0,9829.0,5.19
1395,Florida,12.0,2018.0,2018.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15.0,9829.0,1.53 (Unreliable)
1396,Florida,12.0,2018.0,2018.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,19.0,9829.0,1.93 (Unreliable)
1397,Florida,12.0,2018.0,2018.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,10.0,41283.0,0.24 (Unreliable)
1398,Florida,12.0,2018.0,2018.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,137.0,41283.0,3.32
1399,Florida,12.0,2018.0,2018.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,45.0,41283.0,1.09
1400,Florida,12.0,2018.0,2018.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,49.0,41283.0,1.19
1401,Florida,12.0,2018.0,2018.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,43.0,41283.0,1.04
1402,Florida,12.0,2018.0,2018.0,25-29 years,25-29,Diseases of the circulatory system,I00-I99,13.0,64851.0,0.20 (Unreliable)
1403,Florida,12.0,2018.0,2018.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,187.0,64851.0,2.88
1404,Florida,12.0,2018.0,2018.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,72.0,64851.0,1.11
1405,Florida,12.0,2018.0,2018.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,35.0,64851.0,0.54
