Notes,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
,Illinois,17,2012,2012,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,151,43672,3.45
,Illinois,17,2012,2012,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,38,43672,0.87
,Illinois,17,2012,2012,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,30,43672,0.69
,Illinois,17,2012,2012,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17,43672,0.39 (Unreliable)
,Illinois,17,2012,2012,30-34 years,30-34,Diseases of the circulatory system,I00-I99,11,45155,0.24 (Unreliable)
,Illinois,17,2012,2012,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,138,45155,3.07
,Illinois,17,2012,2012,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,41,45155,0.91
,Illinois,17,2012,2012,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,45155,0.24 (Unreliable)
,Illinois,17,2012,2012,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,74,20993,3.54
,Illinois,17,2012,2012,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26,20993,1.24
,Illinois,17,2012,2012,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,14,4705,2.98 (Unreliable)
,Illinois,17,2012,2012,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,4705,2.13 (Unreliable)
,Illinois,17,2013,2013,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,42,10525,3.99
,Illinois,17,2013,2013,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,10525,1.71 (Unreliable)
,Illinois,17,2013,2013,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,10525,1.24 (Unreliable)
,Illinois,17,2013,2013,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,16,10525,1.52 (Unreliable)
,Illinois,17,2013,2013,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,93,31251,2.98
,Illinois,17,2013,2013,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,39,31251,1.25
,Illinois,17,2013,2013,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,30,31251,0.96
,Illinois,17,2013,2013,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,27,31251,0.86
,Illinois,17,2013,2013,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,127,42541,2.99
,Illinois,17,2013,2013,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,43,42541,1.01
,Illinois,17,2013,2013,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,25,42541,0.59
,Illinois,17,2013,2013,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17,42541,0.40 (Unreliable)
,Illinois,17,2013,2013,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,133,45809,2.91
,Illinois,17,2013,2013,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,39,45809,0.85
,Illinois,17,2013,2013,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18,45809,0.39 (Unreliable)
,Illinois,17,2013,2013,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10,45809,0.22 (Unreliable)
,Illinois,17,2013,2013,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,84,21643,3.88
,Illinois,17,2013,2013,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,21643,0.74 (Unreliable)
,Illinois,17,2013,2013,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,20,4682,4.28
,Illinois,17,2013,2013,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,4682,2.14 (Unreliable)
,Illinois,17,2014,2014,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,35,9591,3.65
,Illinois,17,2014,2014,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,9591,1.25 (Unreliable)
,Illinois,17,2014,2014,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,9591,1.25 (Unreliable)
,Illinois,17,2014,2014,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,145,30975,4.69
,Illinois,17,2014,2014,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,37,30975,1.20
,Illinois,17,2014,2014,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,31,30975,1.00
,Illinois,17,2014,2014,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,24,30975,0.77
,Illinois,17,2014,2014,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,162,43178,3.75
,Illinois,17,2014,2014,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,39,43178,0.90
,Illinois,17,2014,2014,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,27,43178,0.63
,Illinois,17,2014,2014,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,23,43178,0.53
,Illinois,17,2014,2014,30-34 years,30-34,Diseases of the respiratory system,J00-J98,13,47195,0.28 (Unreliable)
,Illinois,17,2014,2014,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,160,47195,3.39
,Illinois,17,2014,2014,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,45,47195,0.95
,Illinois,17,2014,2014,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,47195,0.36 (Unreliable)
,Illinois,17,2014,2014,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,79,22535,3.51
,Illinois,17,2014,2014,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36,22535,1.60
,Illinois,17,2014,2014,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,15,4632,3.24 (Unreliable)
,Illinois,17,2014,2014,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,4632,2.59 (Unreliable)
,Illinois,17,2015,2015,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,26,8764,2.98
,Illinois,17,2015,2015,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,8764,1.26 (Unreliable)
,Illinois,17,2015,2015,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,8764,1.48 (Unreliable)
,Illinois,17,2015,2015,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,113,30279,3.74
,Illinois,17,2015,2015,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,44,30279,1.46
,Illinois,17,2015,2015,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,30,30279,0.99
,Illinois,17,2015,2015,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,30,30279,0.99
,Illinois,17,2015,2015,25-29 years,25-29,Diseases of the respiratory system,J00-J98,10,43379,0.23 (Unreliable)
,Illinois,17,2015,2015,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,131,43379,3.03
,Illinois,17,2015,2015,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,42,43379,0.97
,Illinois,17,2015,2015,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,26,43379,0.60
,Illinois,17,2015,2015,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,19,43379,0.44 (Unreliable)
,Illinois,17,2015,2015,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,148,47451,3.11
,Illinois,17,2015,2015,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,43,47451,0.91
,Illinois,17,2015,2015,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18,47451,0.38 (Unreliable)
,Illinois,17,2015,2015,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,12,47451,0.25 (Unreliable)
,Illinois,17,2015,2015,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,69,23092,3.00
,Illinois,17,2015,2015,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26,23092,1.13
,Illinois,17,2015,2015,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,16,4690,3.42 (Unreliable)
,Illinois,17,2016,2016,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,40,7729,5.18
,Illinois,17,2016,2016,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,7729,2.07 (Unreliable)
,Illinois,17,2016,2016,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,7729,1.94 (Unreliable)
,Illinois,17,2016,2016,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,127,27928,4.55
,Illinois,17,2016,2016,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,32,27928,1.15
,Illinois,17,2016,2016,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,28,27928,1.00
,Illinois,17,2016,2016,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,23,27928,0.82
,Illinois,17,2016,2016,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,117,42669,2.74
,Illinois,17,2016,2016,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,47,42669,1.10
,Illinois,17,2016,2016,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,24,42669,0.56
,Illinois,17,2016,2016,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,28,42669,0.66
,Illinois,17,2016,2016,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,155,47420,3.27
,Illinois,17,2016,2016,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,43,47420,0.91
,Illinois,17,2016,2016,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18,47420,0.38 (Unreliable)
,Illinois,17,2016,2016,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,12,47420,0.25 (Unreliable)
,Illinois,17,2016,2016,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,69,23547,2.93
,Illinois,17,2016,2016,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,23547,1.27
,Illinois,17,2016,2016,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,17,4725,3.60 (Unreliable)
,Illinois,17,2016,2016,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,4725,2.33 (Unreliable)
,Illinois,17,2017,2017,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,35,7103,4.93
,Illinois,17,2017,2017,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,7103,1.55 (Unreliable)
,Illinois,17,2017,2017,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,7103,1.84 (Unreliable)
,Illinois,17,2017,2017,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,15,7103,2.12 (Unreliable)
,Illinois,17,2017,2017,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,86,26618,3.23
,Illinois,17,2017,2017,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,29,26618,1.09
,Illinois,17,2017,2017,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,24,26618,0.90
,Illinois,17,2017,2017,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,25,26618,0.94
,Illinois,17,2017,2017,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,137,40922,3.35
,Illinois,17,2017,2017,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,41,40922,1.00
,Illinois,17,2017,2017,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,29,40922,0.71
,Illinois,17,2017,2017,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,27,40922,0.66
,Illinois,17,2017,2017,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,122,45863,2.66
,Illinois,17,2017,2017,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,51,45863,1.11
,Illinois,17,2017,2017,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,45863,0.37 (Unreliable)
,Illinois,17,2017,2017,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,12,45863,0.26 (Unreliable)
,Illinois,17,2017,2017,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,78,23803,3.28
,Illinois,17,2017,2017,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,23803,1.01
,Illinois,17,2017,2017,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,23803,0.42 (Unreliable)
,Illinois,17,2017,2017,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,15,4662,3.22 (Unreliable)
,Illinois,17,2017,2017,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,11,4662,2.36 (Unreliable)
,Illinois,17,2018,2018,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,32,6399,5.01
,Illinois,17,2018,2018,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,6399,1.72 (Unreliable)
,Illinois,17,2018,2018,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,13,6399,2.03 (Unreliable)
,Illinois,17,2018,2018,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,101,24505,4.12
,Illinois,17,2018,2018,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,32,24505,1.31
,Illinois,17,2018,2018,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,29,24505,1.18
,Illinois,17,2018,2018,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,30,24505,1.23
,Illinois,17,2018,2018,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,132,39836,3.31
,Illinois,17,2018,2018,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,50,39836,1.26
,Illinois,17,2018,2018,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,21,39836,0.53
,Illinois,17,2018,2018,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,22,39836,0.55
,Illinois,17,2018,2018,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,140,44859,3.12
,Illinois,17,2018,2018,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,47,44859,1.05
,Illinois,17,2018,2018,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,44859,0.38 (Unreliable)
,Illinois,17,2018,2018,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,14,44859,0.31 (Unreliable)
,Illinois,17,2018,2018,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,71,24056,2.95
